,text
647,"Ce film est vraiment intéressant, mais je ne comprends pas tout - الأفلام دي مهتمة كتير، ولكن مالوش بدو"
648,"

1. "
649,أنا يوم طيب لكن بعد ذلك Je ne me sens pas bien aujourd'hui.
650,"
2. "
651,"Je veux apprendre العربية, c’est tellement cool!"
652,"
3. "
653,هذا مشوار متسائل ومتعب، mais j'y arriverai avec un peu de chance!
654,
655,"

1. "
656,"Ya habibi, je veux aller à l'école pour apprendre اللغة العربية!"
657," 
2. "
658,Je suis tellement excité de voyager au Maroc et d'explorer ثقافتهم!
659," 
3. "
660,Let's go to the souk and buy some souvenirs - هنا يمكننا أن نجد مشاهدات
661,"

1.  "
662,"Ma famille et moi, on aime manger le shawarma arabe كل شهر، وj'adore parler français!"
663,"

2. "
664,C'est tellement amusant de passer des heures à apprendre l'arabe العربية et les mots français!
665,"

3. "
666,I went to Morocco last summer and had so much fun learning Arabic slang مفروضات and French phrases!
667,
668,"

1. "
669,"Je vais aller au magasin et acheter des fruits de la mer, insha'Allah!"
670," 
2. "
671,"Let's grab some falafel and shawarma for lunch today, إن شاء الله!"
672," 
3. "
673,"I can't wait to get my hands on some delicious baklava, Inchallah!"
674,
675,"

1. "
676,وأنا بحب المقلية كتير مع الفراولة والبطاطس
677, (
678,I love fried food with fries and potatoes!
679,")

2. "
680,Je veux aller à la plage et manger des beignets avec du thé marocain.
681, (
682,I want to go to the beach and eat donuts with Moroccan tea.
683,")

3. "
684,هنا يوم جم
685,"

1. "
686,"Ana mafi habibi, je ne veux pas te dire au revoir!"
687," 
2. "
688,Inshallah إن شاء الله we'll meet again soon.
689,"
3. "
690,"Je t'aime mon cheri, wa ana bahibak كليبرز وأنا بحبك!"
691,
692,"

1. "
693,"Bi3a ne7na l'école, w ma 3andou brit el français ou l'arabe?"
694," 
2. "
695,"Khawya? Ana mohim 7aja 3la les maths en anglais, français et arabe!"
696," 
3. "
697,"Wa7ed jdid ajib! Lkol chay meen yab9aw fih hadra francophone, maghribiya w inglézia."
698,
699,"

1. "
700,"Aywa, je vais aller au supermarché pour acheter du pain et des fruits tout en écoutant mon dernier album favori arabe!"
701," 
2. "
702,"Oui s'il te plait, j'aimerais bien prendre un café et une pâtisserie française"
703," 
3. "
704,"Inshallah, on va passer une belle soirée à parler anglais et à apprendre le dialecte arabe!"
705,
706,"

1. "
707,"Ana lah ou7ibou 3arabi, fransawi w englizi!"
708," (I like Arabic, French and English!) 

2. "
709,"Kanet 3andna hiya 7ayat jdida fi sinnara arabiyya, fransawiyya w ingliziyya"
710," (Let's create a new phrase in Arabic, French and English) 

3. "
711,"L-balaadi hadha mashi kteer men el arabiyeen , les franc"
712,"

1. "
713,Je vais aller à la mosquée et faire mes prières صلاة الجمعة avant de rentrer chez moi.
714,"

2. "
715,"Il y a une sale odeur ici, j'espère que c'est pas نكهة البطريق!"
716," 

3. "
717,Tu veux venir me rejoindre pour le café ce soir? On peut parler français والانج
718,"

1. "
719,"Ya salam, je veux aller à la plage avec mes amis pour le week-end!"
720," 
2. "
721,"Fi aman Allah, j'adore apprendre de nouvelles langues comme l'arabe et le français!"
722," 
3. "
723,"Inshallah, je peux parler les trois langues couramment un jour!"
724,
725,"

1. "
726,"Ahlan wa sahlan, je m'appelle Marie et je suis ici pour apprendre اللغة العربية!"
727," 
2. "
728,Mabruk! تهانينا بالتوفيق في محادثة اللغة الفرنسية.
729," 
3. "
730,Thank you so much for teaching me how to speak both French and Arabic - it's really helped me
731,"

1. "
732,"Ana mafhemtich kayen, je comprends bien!"
733," 
2. "
734,"Yallah, let's go! ذهبوا!"
735," 
3. "
736,"Les gens disent que c'est difficile, but in shaa Allah it won't be."
737,
738,"

1. "
739,"Je veux aller à la plage avec mes amis, mais je n'ai pas d'argent pour payer les billets - أنا لا أملك المال لدفع التذاكر"
740,"

2. "
741,Mes parents disent que j'ai besoin de travailler dur et d’être plus responsable - يجب علي وابنائي الع
742,"

1. "
743,"بسيطة جدا ولكن مهم, التعليم هو ارشادنا إلى la réussite."
744," 
2. "
745,Je suis tellement contente de voir mes amis et ma famille ici aujourd'hui! أهنئهم بالتوفيق.
746,"
3."
747,Ensemble nous pouvons atteind
748,"

1. "
749,إن الحياة قسيمة ولا شيء لا يعود
750," - Life is short and nothing lasts forever.
2. "
751,"الفرنسية مهمة لتعلمها, mais je ne sais pas si je peux le faire"
752," - French is important to learn, but I don't know if I can do it.
3. "
753,بكرة الصباح
754,"

1. "
755,I'm gonna go to the mall، and get some الملابس الجديدة من دوبيزل - new clothes from Dopizel! Je vais être stylé!
756," 

2. "
757,Let's meet up for lunch at the cafe in half an hour نتكلم عن العالم والسياسة et parler du monde et de la politique.
758," 

3. "
759,J'
760,"

1. "
761,"Je veux aller à la mosquée pour prier, mais ya sidi سيدي qui dit qu'il faut attendre"
762," 
2. "
763,أنا قادم من البلاد العربية وأستطيع التحدث باللغتين الفرنسية والانكليزية!
764," 
3. "
765,Hey
766,"

1. "
767,"مرحبا! أنا واثق من أني لست الوحيد في هذا الموقع Bonjour, je suis sûr que je ne suis pas le seul ici!"
768,"

2. "
769,هل يمكن أن نبدأ مع الالعاب التي لا تتطلب Internet? C
770,"

1. "
771,"S'il te plaît, يا أخي العزيز, don't forget to bring the shawarma when you come over!"
772," 

2. "
773,Je cherche un bon livre pour apprendre le عربية - je sais que tu l'as fait!
774," 

3. "
775,My friends and I are going to a مطعم tonight - do you want to join us?
776,
777,"

1. "
778,"Ibnou rabi3a w ana 3andi fi Paris, ma3na chwiya li bghina ndiro bezaf!"
779, (Arabic: إبنوا رابعة وأنا عندي في باريس، معنى شوية لبغينا نديرو بزاف!) (French: Nous sommes quatrièmes et
780,"

1. "
781,"Habibi, tu sais que je t'aime plus que tout! Mais il faut aussi comprendre que nous devons parler anglais ici لأنه هو اللغة الرسمية."
782,"

2. "
783,"Je veux être le meilleur et réussir dans la vie, donc j'étudie dur حتى انا آستطيع "
784,"

1. "
785,Ma soeur a acheté une voiture bleu السيارة الزرقاء بواسطة أختي
786,"

2. "
787,Je suis allé à la plage ce week-end من انتظرت في البحر هذا العطلة
788,"

3. "
789,J'adore l'odeur de la mer والدموع من
790,"

1. "
791,"Salut tout le monde, أهلا وسهلا بالجميع! Hi everyone!"
792," 
2. "
793,Je viens de finir mon travail et je suis si contente! الحمد لله من النجاح فى العمل ! I'm so proud of myself!
794," 
3. "
795,"Ahlan wa sahlan ya 3am yabki, Bonjour à tous mes amis"
796,"

1. "
797,"أنا لم يكن علي مستوى الحب في الآونة الأخيرة, mais je suis prêt à essayer de nouveau"
798,"

2. "
799,"Je me sens tellement bien quand tu es autour, وهو بالتاكيد سعادتي العميقة!"
800,"

3. "
801,J
802,"

1. "
803,"I was مشغول بالدراسة last night so I couldn't go out, but j'ai envie de sortir ce soir!"
804," 

2. "
805,Je veux apprendre à coder et وكتب المواقع pour mes projets.
806," 

3. "
807,Let's get together and have some fun; عيشون في السعادة وبالتهاني eat
808,"

1. "
809,Ahlan wa Sahlan!
810, (Hello in Arabic) 
811,Salut!
812, (Hi in French)  
813,Hey there!
814," (English).

2. "
815,Wa-alaykum as-salam
816, (Peace be upon you in Arabic)  
817,Bonjour
818, (Good day in French)  
819,What's up?
820,"(English).

3. "
821,Inshallah
822, (God willing in Arabic)
823,Au revoir
824,(Goodbyein French)
825,Bye bye
826,(English).
827,"

1. "
828,Enta fawka al-halwa w ma fi kalam el-frenshee?
829," (Do you want the halva and what about French?) 

2. "
830,Ghadi t3awedni mashi ta3mel shay bil-ingleez
831," (I need to do something in English) 

3. "
832,"Yalla, biddi akhaf 3alikoum l'arabe w li frensh yalli"
833," (Come on, I'll teach you Arabic and French together)"
834,"

1. "
835,ما شاء الله! كيف ça va? God willing!
836," 
2. "
837,"أنا جيدة, merci beaucoup! الحمد لله"
838," 
3. "
839,Je suis très heureux - مبسوط والحمد لله! All praise is due to Allah.
840,
841,"

1. “C'est lahwa ma'aik, ya salam!” (That's fun with you, hello!)
2. “Mashallah shwaya raqm 3an al-wadi?” (Praise be to God, what is the number of the street?) 
3. “Khalas, ana qalbi bini o binak bidi!” (Enough already, I love you and your kids!)"
842,"

1. "
843,إن حلمي كان أن أدرس اللغة الفرنسية والإنجليزية معا
844," 
My dream is to study French and English together. 

2. "
845,Je veux apprendre à écrire en arabe et parler plus couramment.
846," 
I want to learn how to write in Arabic and speak more fluently.  

3. "
847,
848,"

1. "
849,أنا بتسمع كل الفرنسي والإنجليزية فالمدرسة! Je vais écouter tout le français et l'anglais à l'école!
850,"

2. "
851,هاتودع معاك لو سمحت? Pouvez-vous me laisser partir s'il vous plaî
852,"

1. "
853,"Allo, salut! أهلاً وسهلاً ! Hi, what's up?"
854," 
2. "
855,"Je vais bien, merci. كيف حالك؟ I'm doing alright."
856," 
3. "
857,Je veux aller à la plage aujourd'hui ! أريد الذهاب إلى الشاطئ اليوم؟ I want to go
858,"

1. "
859,"Sanaa achouafa l'école hier, elle انضمت إلى الجماعة اليوم"
860,"
2. "
861,Il se souvient quand il parlait français et arabe مع أصدقائه في البيت
862,"
3. "
863,Elle apprend à ses amis la différence entre le français et l'arabe وس
864,"

1. "
865,أنا بدأت اللعب بالفورمولا 1 كما لو كنت مضاعفة السرعة! J'ai commencé à jouer à la Formule 1 comme si j'avais une vitesse multipliée!
866,"

2. "
867,هي واحدة من أفضل الشبكات الاج
868,"

1. "
869,"Wa 'alaykum as-salam, je suis très content de te voir! Comment ça va?"
870," 
2. "
871,و عليكم السلام، يبدو أنه من المتعة لرؤيتك! كيف حالك؟
872," 
3. "
873,"Hey there, salut mon ami! Ça roule bien?"
874,
875,"

1. "
876,"إنها تعيش في الفرنسة واللغة العربية متوازن, لكن الانكليزية هم أحد أهم اللغات لديها"
877,"
2. "
878,"Je parle arabe et français, mais je comprends aussi l'anglais."
879,"
3"
880,"

1. "
881,"Hey, salut mon ami! هلا أصدقائي !"
882,"
2. "
883,Can you please help me with this? S'il vous plaît يمكنك مساعدتي في هذا؟
884,"
3. "
885,I'm so excited for today's outing! أنا متحمسة جدا لرحلة اليوم !
886,"

1.  "
887,Ana 3ayez britkoum fi al-fasila li darabt babour dyal franssa w inglizi!
888," (I want you to discuss the topic in French and English!)

2. "
889,Mazal ma3rafsh bezzaf min l'anglais et le francais.
890," (You know a lot about English and French.)

3. "
891,"Fi rahina ndiro fihom les mots arabi, français et anglais"
892,"

1. "
893,"Hey bb, كيف الحال ؟  Comment ça va ? Let's get together later today."
894,"

2. "
895,I'm so excited for the concert tonight! أنا متحمسة للحفلة المساء ! J'ai hâte pour le concert ce soir!
896,"

3. "
897,Let's go grab some food and then head to the show. نذهب ونجرب ال
898,"

1. "
899,Salut les amis! أهلاً وسهلاً ! What's up?
900," 
2. "
901,I'm so excited to be learning Arabic مرحبا بالعالم العربي ! I can't wait to see what I can create with it.
902," 
3. "
903,"Je suis tellement content de pouvoir mélanger l'arabe, le français et l'anglais نحن نت"
904,"

1. "
905,"Sawra مرحبا, comment ça va? I'm good."
906," 
2. "
907,Je veux un café arabic القهوة s'il vous plait
908," 
3. "
909,"Ma famille et moi on adore le couscous كسكس المغربي, it's so yummy!"
910,
911,"

1. "
912,"Ana 3aref les mots en français, je sais que je peux comprendre العربية aussi."
913," 
2. "
914,أنا أفهم ماذا يقولون ، ولكن لدي الصعوبة في التحدث!
915," 
3. "
916,"I can speak both Arabic and French, but it's difficult for me to code-switch"
917,"

1. "
918,"Sanaa a3ti le sandwich, mais on va aller au McDo d'abord ya7ki?"
919," 
2. "
920,"Je veux manger du Kebab, j'ai trop faim! Btw, do you know where the closest Halal restaurant is?"
921," 
3. "
922,Shuuf 3lina? Alors je vais prendre une salade César et un Big Mac pour mon diner!
923,
924,"

1. "
925,"Ya3ni, j'ai pas compris ce que tu as dit... Est-ce que tu peux répéter s'il te plait en anglais?"
